frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[124.4792709350586 557.9896240234375 242.52516174316406 655.0172119140625],[577.0913696289062 961.34521484375 803.6219482421875 1066.9322509765625],0.6963707804679871,6242,0.9992966651916504
